doc_idx,filename,rule_label,prompt_id,gemini_label,gemini_reason
245,2021-杭州钱塘新区管理委员会关于实施健康钱塘行动的意见.docx,regulatory,P8_label_only,regulatory,(single word)
246,2023-杭州市钱塘区人民政府办公室关于印发《钱塘区入河入海排污口排查整治实施方案》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
246,2023-杭州市钱塘区人民政府办公室关于印发《钱塘区入河入海排污口排查整治实施方案》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
246,2023-杭州市钱塘区人民政府办公室关于印发《钱塘区入河入海排污口排查整治实施方案》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
246,2023-杭州市钱塘区人民政府办公室关于印发《钱塘区入河入海排污口排查整治实施方案》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
247,2021-关于印发《杭州市拱墅区生态环境保护“十四五”规划》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
247,2021-关于印发《杭州市拱墅区生态环境保护“十四五”规划》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
247,2021-关于印发《杭州市拱墅区生态环境保护“十四五”规划》的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
247,2021-关于印发《杭州市拱墅区生态环境保护“十四五”规划》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
248,2018-杭州市拱墅区人民政府办公室关于印发拱墅区创建“美丽河道、亲水拱墅”三年专项行动计划（2018-2020年）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
248,2018-杭州市拱墅区人民政府办公室关于印发拱墅区创建“美丽河道、亲水拱墅”三年专项行动计划（2018-2020年）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
248,2018-杭州市拱墅区人民政府办公室关于印发拱墅区创建“美丽河道、亲水拱墅”三年专项行动计划（2018-2020年）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
248,2018-杭州市拱墅区人民政府办公室关于印发拱墅区创建“美丽河道、亲水拱墅”三年专项行动计划（2018-2020年）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
249,2016-关于下发拱墅区2017年阳台水治理工作及项目计划表的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
249,2016-关于下发拱墅区2017年阳台水治理工作及项目计划表的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
249,2016-关于下发拱墅区2017年阳台水治理工作及项目计划表的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
249,2016-关于下发拱墅区2017年阳台水治理工作及项目计划表的通知.docx,regulatory,P8_label_only,regulatory,(single word)
250,2016-下城区人民政府办公室关于印发《下城区黑臭河“反弹”问题责任追究实施意见（试行）》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
250,2016-下城区人民政府办公室关于印发《下城区黑臭河“反弹”问题责任追究实施意见（试行）》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
250,2016-下城区人民政府办公室关于印发《下城区黑臭河“反弹”问题责任追究实施意见（试行）》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
250,2016-下城区人民政府办公室关于印发《下城区黑臭河“反弹”问题责任追究实施意见（试行）》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
251,2018-杭州市拱墅区人民政府办公室关于印发拱墅区雨污分流“零直排”巩固三年专项行动计划（2018-2020年）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
251,2018-杭州市拱墅区人民政府办公室关于印发拱墅区雨污分流“零直排”巩固三年专项行动计划（2018-2020年）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
251,2018-杭州市拱墅区人民政府办公室关于印发拱墅区雨污分流“零直排”巩固三年专项行动计划（2018-2020年）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
251,2018-杭州市拱墅区人民政府办公室关于印发拱墅区雨污分流“零直排”巩固三年专项行动计划（2018-2020年）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
252,2018-关于印发西湖区2018年治污水暨水污染防治行动计划的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
252,2018-关于印发西湖区2018年治污水暨水污染防治行动计划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
252,2018-关于印发西湖区2018年治污水暨水污染防治行动计划的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
252,2018-关于印发西湖区2018年治污水暨水污染防治行动计划的通知.docx,regulatory,P8_label_only,regulatory,(single word)
253,2005-关于对杭州三信织造有限公司等单位实施限期治理的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
253,2005-关于对杭州三信织造有限公司等单位实施限期治理的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
253,2005-关于对杭州三信织造有限公司等单位实施限期治理的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
253,2005-关于对杭州三信织造有限公司等单位实施限期治理的通知.docx,regulatory,P8_label_only,regulatory,(single word)
254,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”项目实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
254,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”项目实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
254,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”项目实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
254,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”项目实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
255,2016-关于印发西湖区2016年度农村生活污水改造提升实施方案的通知.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
255,2016-关于印发西湖区2016年度农村生活污水改造提升实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
255,2016-关于印发西湖区2016年度农村生活污水改造提升实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
255,2016-关于印发西湖区2016年度农村生活污水改造提升实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
256,2019-关于印发西湖区2019年“五水共治”第一批项目的通知.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
256,2019-关于印发西湖区2019年“五水共治”第一批项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
256,2019-关于印发西湖区2019年“五水共治”第一批项目的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
256,2019-关于印发西湖区2019年“五水共治”第一批项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
257,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第五批项目的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
257,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第五批项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
257,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第五批项目的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
257,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第五批项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
258,2015-关于印发西湖区加强绕城外河道及钱塘江西湖区段打击非法电捕鱼行为实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
258,2015-关于印发西湖区加强绕城外河道及钱塘江西湖区段打击非法电捕鱼行为实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
258,2015-关于印发西湖区加强绕城外河道及钱塘江西湖区段打击非法电捕鱼行为实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
258,2015-关于印发西湖区加强绕城外河道及钱塘江西湖区段打击非法电捕鱼行为实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
259,2004-杭州市人民政府令第210号.docx,regulatory,P1_baseline_zh,regulatory,政策文本为“人民政府令”，这是一种行政命令，通常包含强制性规定和要求，属于监管型工具。
259,2004-杭州市人民政府令第210号.docx,regulatory,P2_english,regulatory,"The term '人民政府令' (People's Government Order/Decree) indicates a formal administrative command or regulation issued by the government, which is a characteristic of regulatory policy instruments that rely on mandatory compliance."
259,2004-杭州市人民政府令第210号.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
259,2004-杭州市人民政府令第210号.docx,regulatory,P8_label_only,regulatory,(single word)
260,2017-杭州市西湖区人民政府办公室 关于西湖区2017年“五水共治”宣传工作 实施方案的通知.docx,informational,P1_baseline_zh,informational,(keyword fallback)
260,2017-杭州市西湖区人民政府办公室 关于西湖区2017年“五水共治”宣传工作 实施方案的通知.docx,informational,P2_english,informational,(keyword fallback)
260,2017-杭州市西湖区人民政府办公室 关于西湖区2017年“五水共治”宣传工作 实施方案的通知.docx,informational,P3_no_definition,informational,(keyword fallback)
260,2017-杭州市西湖区人民政府办公室 关于西湖区2017年“五水共治”宣传工作 实施方案的通知.docx,informational,P8_label_only,informational,(single word)
261,2017-杭州市西湖区人民政府办公室 关于西湖区一级水源保护区长安沙岛专项整治实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
261,2017-杭州市西湖区人民政府办公室 关于西湖区一级水源保护区长安沙岛专项整治实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
261,2017-杭州市西湖区人民政府办公室 关于西湖区一级水源保护区长安沙岛专项整治实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
261,2017-杭州市西湖区人民政府办公室 关于西湖区一级水源保护区长安沙岛专项整治实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
262,2018-关于成立西湖区“雨污分流”工作领导小组的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
262,2018-关于成立西湖区“雨污分流”工作领导小组的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
262,2018-关于成立西湖区“雨污分流”工作领导小组的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
262,2018-关于成立西湖区“雨污分流”工作领导小组的通知.docx,regulatory,P8_label_only,regulatory,(single word)
263,2010-关于印发西湖区城市河道长效管理实施意见的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
263,2010-关于印发西湖区城市河道长效管理实施意见的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
263,2010-关于印发西湖区城市河道长效管理实施意见的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
263,2010-关于印发西湖区城市河道长效管理实施意见的通知.docx,regulatory,P8_label_only,regulatory,(single word)
264,2014-关于印发西湖区河道“污水零直排”建设实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
264,2014-关于印发西湖区河道“污水零直排”建设实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
264,2014-关于印发西湖区河道“污水零直排”建设实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
264,2014-关于印发西湖区河道“污水零直排”建设实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
265,2003-转发市建委关于2003年运河综合整治方案的通知.docx,incentive,P1_baseline_zh,regulatory,(keyword fallback)
265,2003-转发市建委关于2003年运河综合整治方案的通知.docx,incentive,P2_english,regulatory,(keyword fallback)
265,2003-转发市建委关于2003年运河综合整治方案的通知.docx,incentive,P3_no_definition,regulatory,(keyword fallback)
265,2003-转发市建委关于2003年运河综合整治方案的通知.docx,incentive,P8_label_only,regulatory,(single word)
266,2013-关于印发西湖区清理河道清洁乡村专项行动方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
266,2013-关于印发西湖区清理河道清洁乡村专项行动方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
266,2013-关于印发西湖区清理河道清洁乡村专项行动方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
266,2013-关于印发西湖区清理河道清洁乡村专项行动方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
267,2015-关于印发西湖区2015年度农村生活污水治理工作补充意见的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
267,2015-关于印发西湖区2015年度农村生活污水治理工作补充意见的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
267,2015-关于印发西湖区2015年度农村生活污水治理工作补充意见的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
267,2015-关于印发西湖区2015年度农村生活污水治理工作补充意见的通知.docx,regulatory,P8_label_only,regulatory,(single word)
268,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治” 第七批项目（剿灭劣V类河道）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
268,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治” 第七批项目（剿灭劣V类河道）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
268,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治” 第七批项目（剿灭劣V类河道）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
268,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治” 第七批项目（剿灭劣V类河道）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
269,2015-关于印发西湖区温室甲鱼养殖业污染治理实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
269,2015-关于印发西湖区温室甲鱼养殖业污染治理实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
269,2015-关于印发西湖区温室甲鱼养殖业污染治理实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
269,2015-关于印发西湖区温室甲鱼养殖业污染治理实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
270,2015-关于印发西湖区农村生活污水治理设施运行维护管理办法（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
270,2015-关于印发西湖区农村生活污水治理设施运行维护管理办法（试行）的通知.docx,regulatory,P2_english,regulatory,"The policy text announces the issuance of 'Trial Measures for the Operation and Maintenance Management of Rural Domestic Sewage Treatment Facilities.' The term '管理办法' (management measures/methods) inherently implies a set of rules, procedures, and standards that must be followed for the operation and maintenance of these facilities. The directive '请认真组织实施' (please conscientiously organize and implement) further indicates mandatory compliance with these established rules, characteristic of a regulatory instrument."
270,2015-关于印发西湖区农村生活污水治理设施运行维护管理办法（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
270,2015-关于印发西湖区农村生活污水治理设施运行维护管理办法（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
271,2015-关于印发西湖区2015年河道综合整治方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
271,2015-关于印发西湖区2015年河道综合整治方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
271,2015-关于印发西湖区2015年河道综合整治方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
271,2015-关于印发西湖区2015年河道综合整治方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
272,2015-关于印发西湖区河道综合整治补充意见的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
272,2015-关于印发西湖区河道综合整治补充意见的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
272,2015-关于印发西湖区河道综合整治补充意见的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
272,2015-关于印发西湖区河道综合整治补充意见的通知.docx,regulatory,P8_label_only,regulatory,(single word)
273,2014-关于成立西湖区农村生活污水治理工作领导小组的通知.docx,informational,P1_baseline_zh,regulatory,(keyword fallback)
273,2014-关于成立西湖区农村生活污水治理工作领导小组的通知.docx,informational,P2_english,regulatory,(keyword fallback)
273,2014-关于成立西湖区农村生活污水治理工作领导小组的通知.docx,informational,P3_no_definition,regulatory,(keyword fallback)
273,2014-关于成立西湖区农村生活污水治理工作领导小组的通知.docx,informational,P8_label_only,regulatory,(single word)
274,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治”第八批 项目的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
274,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治”第八批 项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
274,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治”第八批 项目的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
274,2017-杭州市西湖区人民政府办公室 关于印发西湖区2017年“五水共治”第八批 项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
275,2015-关于印发西湖区排水设施全覆盖管理办法关于印发西湖区排水设施全覆盖管理办法的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
275,2015-关于印发西湖区排水设施全覆盖管理办法关于印发西湖区排水设施全覆盖管理办法的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
275,2015-关于印发西湖区排水设施全覆盖管理办法关于印发西湖区排水设施全覆盖管理办法的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
275,2015-关于印发西湖区排水设施全覆盖管理办法关于印发西湖区排水设施全覆盖管理办法的通知.docx,regulatory,P8_label_only,regulatory,(single word)
276,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第四批项目的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
276,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第四批项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
276,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第四批项目的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
276,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第四批项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
277,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第三批项目的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
277,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第三批项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
277,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第三批项目的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
277,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第三批项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
278,2017-杭州市西湖区人民政府办公室 关于印发西湖区全面推进水利工程标准化管理的实施意见的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
278,2017-杭州市西湖区人民政府办公室 关于印发西湖区全面推进水利工程标准化管理的实施意见的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
278,2017-杭州市西湖区人民政府办公室 关于印发西湖区全面推进水利工程标准化管理的实施意见的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
278,2017-杭州市西湖区人民政府办公室 关于印发西湖区全面推进水利工程标准化管理的实施意见的通知.docx,regulatory,P8_label_only,regulatory,(single word)
279,2016-关于印发西湖区农村生活污水治理农户端设施运行维护管理办法（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
279,2016-关于印发西湖区农村生活污水治理农户端设施运行维护管理办法（试行）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
279,2016-关于印发西湖区农村生活污水治理农户端设施运行维护管理办法（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
279,2016-关于印发西湖区农村生活污水治理农户端设施运行维护管理办法（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
280,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第六批项目的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
280,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第六批项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
280,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第六批项目的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
280,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第六批项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
281,2015-关于印发西湖区2015年农村生活污水治理工作方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
281,2015-关于印发西湖区2015年农村生活污水治理工作方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
281,2015-关于印发西湖区2015年农村生活污水治理工作方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
281,2015-关于印发西湖区2015年农村生活污水治理工作方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
282,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第二批项目的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
282,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第二批项目的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
282,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第二批项目的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
282,2016-杭州市西湖区人民政府办公室关于印发西湖区2017年“五水共治”第二批项目的通知.docx,regulatory,P8_label_only,regulatory,(single word)
283,2018-关于做好2018年度“五水共治”信息报送工作的通知.docx,regulatory,P1_baseline_zh,informational,(keyword fallback)
283,2018-关于做好2018年度“五水共治”信息报送工作的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
283,2018-关于做好2018年度“五水共治”信息报送工作的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
283,2018-关于做好2018年度“五水共治”信息报送工作的通知.docx,regulatory,P8_label_only,informational,(single word)
284,2017-关于做好2017年度“五水共治”信息报送工作的通知.docx,regulatory,P1_baseline_zh,informational,(keyword fallback)
284,2017-关于做好2017年度“五水共治”信息报送工作的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
284,2017-关于做好2017年度“五水共治”信息报送工作的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
284,2017-关于做好2017年度“五水共治”信息报送工作的通知.docx,regulatory,P8_label_only,informational,(single word)
285,2023-关于印发《临安区推进健康浙江健康杭州三年行动实施方案（2023-2025年）》的通知.docx,regulatory,P1_baseline_zh,informational,(keyword fallback)
285,2023-关于印发《临安区推进健康浙江健康杭州三年行动实施方案（2023-2025年）》的通知.docx,regulatory,P2_english,informational,(keyword fallback)
285,2023-关于印发《临安区推进健康浙江健康杭州三年行动实施方案（2023-2025年）》的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
285,2023-关于印发《临安区推进健康浙江健康杭州三年行动实施方案（2023-2025年）》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
286,2020-杭州市临安区人民政府办公室关于印发杭州市临安区节水行动方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
286,2020-杭州市临安区人民政府办公室关于印发杭州市临安区节水行动方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
286,2020-杭州市临安区人民政府办公室关于印发杭州市临安区节水行动方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
286,2020-杭州市临安区人民政府办公室关于印发杭州市临安区节水行动方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
287,2018-淳安县人民政府办公室关于印发《淳安县巩固城市黑臭水体治理成果实施方案》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
287,2018-淳安县人民政府办公室关于印发《淳安县巩固城市黑臭水体治理成果实施方案》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
287,2018-淳安县人民政府办公室关于印发《淳安县巩固城市黑臭水体治理成果实施方案》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
287,2018-淳安县人民政府办公室关于印发《淳安县巩固城市黑臭水体治理成果实施方案》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
288,2018-关于成立城区“污水零直排区”创建工作领导小组的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
288,2018-关于成立城区“污水零直排区”创建工作领导小组的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
288,2018-关于成立城区“污水零直排区”创建工作领导小组的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
288,2018-关于成立城区“污水零直排区”创建工作领导小组的通知.docx,regulatory,P8_label_only,informational,(single word)
289,2020-淳安县住房和城乡建设局等5部门关于印发《淳安县自备水源污水处理费征收管理办法》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
289,2020-淳安县住房和城乡建设局等5部门关于印发《淳安县自备水源污水处理费征收管理办法》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
289,2020-淳安县住房和城乡建设局等5部门关于印发《淳安县自备水源污水处理费征收管理办法》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
289,2020-淳安县住房和城乡建设局等5部门关于印发《淳安县自备水源污水处理费征收管理办法》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
290,2022-淳安县人民政府办公室关于加强淳安县农村生活污水处理设施运行维护管理的实施意见.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
290,2022-淳安县人民政府办公室关于加强淳安县农村生活污水处理设施运行维护管理的实施意见.docx,regulatory,P2_english,regulatory,(keyword fallback)
290,2022-淳安县人民政府办公室关于加强淳安县农村生活污水处理设施运行维护管理的实施意见.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
290,2022-淳安县人民政府办公室关于加强淳安县农村生活污水处理设施运行维护管理的实施意见.docx,regulatory,P8_label_only,regulatory,(single word)
291,2014-关于印发淳安县农村生活污水治理项目管理办法（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
291,2014-关于印发淳安县农村生活污水治理项目管理办法（试行）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
291,2014-关于印发淳安县农村生活污水治理项目管理办法（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
291,2014-关于印发淳安县农村生活污水治理项目管理办法（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
292,2018-淳安县人民政府办公室关于印发淳安县“污水零直排区”建设行动方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
292,2018-淳安县人民政府办公室关于印发淳安县“污水零直排区”建设行动方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
292,2018-淳安县人民政府办公室关于印发淳安县“污水零直排区”建设行动方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
292,2018-淳安县人民政府办公室关于印发淳安县“污水零直排区”建设行动方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
293,2023-杭州市余杭区人民政府办公室关于印发《余杭区入河排污口排查整治实施方案》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
293,2023-杭州市余杭区人民政府办公室关于印发《余杭区入河排污口排查整治实施方案》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
293,2023-杭州市余杭区人民政府办公室关于印发《余杭区入河排污口排查整治实施方案》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
293,2023-杭州市余杭区人民政府办公室关于印发《余杭区入河排污口排查整治实施方案》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
294,2020-关于印发《2020年余杭区工业类“污水零直排区”创建专项行动方案》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
294,2020-关于印发《2020年余杭区工业类“污水零直排区”创建专项行动方案》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
294,2020-关于印发《2020年余杭区工业类“污水零直排区”创建专项行动方案》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
294,2020-关于印发《2020年余杭区工业类“污水零直排区”创建专项行动方案》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
295,2023-杭州市余杭区人民政府关于印发《杭州市余杭区水资源节约保护和利用 总体规划》的通知.docx,regulatory,P1_baseline_zh,informational,(keyword fallback)
